order_id,order_date,customer_id,product_id,quantity,unit_price,discount,channel,payment_id,payment_method,payment_status,paid_at,net_sales
ORD000077,2026-01-08 04:24:00,C0143,P026,2,12255.0,0.0,Web,PAY000077,PromptPay,PAID,2026-01-08T04:29:00,24510.0
ORD000078,2026-01-22 17:21:00,C0070,P017,1,1039.5,0.05,Marketplace,PAY000078,Bank Transfer,PAID,2026-01-22T17:34:00,987.525
ORD000079,2026-01-05 10:50:00,C0005,P037,1,25900.0,0.1,Mobile App,PAY000079,Bank Transfer,PAID,2026-01-05T13:47:00,23310.0
ORD000080,2026-01-28 17:30:00,C0008,P019,3,4189.5,0.05,Marketplace,PAY000080,Bank Transfer,PAID,2026-01-28T19:57:00,11940.074999999999
ORD000081,2026-01-11 02:57:00,C0061,P018,4,3591.0,0.0,Web,PAY000081,Credit Card,PAID,2026-01-11T03:07:00,14364.0
ORD000082,2026-01-21 18:06:00,C0147,P020,2,474.05,0.1,Marketplace,PAY000082,PromptPay,PAID,2026-01-21T18:30:00,853.2900000000001
ORD000083,2026-01-17 01:19:00,C0070,P021,1,25900.0,0.0,Web,PAY000083,PromptPay,PAID,2026-01-17T01:51:00,25900.0
ORD000084,2026-01-27 07:52:00,C0132,P026,1,11610.0,0.0,Web,PAY000084,PromptPay,PAID,2026-01-27T08:53:00,11610.0
ORD000085,2026-01-20 05:05:00,C0145,P003,2,24605.0,0.0,Mobile App,PAY000085,Credit Card,PAID,2026-01-20T07:24:00,49210.0
ORD000086,2026-01-22 09:30:00,C0038,P015,4,269.1,0.0,Web,PAY000086,Bank Transfer,PAID,2026-01-22T12:16:00,1076.4
ORD000087,2026-01-25 05:31:00,C0068,P001,3,299.0,0.0,Web,PAY000087,Credit Card,PAID,2026-01-25T08:13:00,897.0
ORD000088,2026-01-28 21:16:00,C0118,P024,2,284.05,0.1,Web,PAY000088,PromptPay,PAID,2026-01-28T22:57:00,511.29
ORD000089,2026-01-26 04:55:00,C0070,P026,1,12900.0,0.0,Web,PAY000089,PromptPay,PAID,2026-01-26T07:40:00,12900.0
ORD000090,2026-01-19 00:37:00,C0083,P038,1,12900.0,0.0,Marketplace,PAY000090,Bank Transfer,PAID,2026-01-19T01:32:00,12900.0
ORD000091,2026-01-18 10:20:00,C0156,P037,1,25900.0,0.05,Mobile App,PAY000091,PromptPay,PAID,2026-01-18T12:55:00,24605.0
ORD000092,2026-01-16 20:33:00,C0086,P006,1,313.95,0.0,Web,PAY000092,Credit Card,PAID,2026-01-16T21:27:00,313.95
ORD000094,2026-01-05 03:21:00,C0014,P012,1,1039.5,0.1,Marketplace,PAY000094,Bank Transfer,PAID,2026-01-05T06:00:00,935.5500000000001
ORD000095,2026-01-01 19:36:00,C0062,P020,2,499.0,0.0,Web,PAY000095,Credit Card,PAID,2026-01-01T20:33:00,998.0
ORD000096,2026-01-26 20:50:00,C0090,P024,2,284.05,0.0,Mobile App,PAY000096,Credit Card,PAID,2026-01-26T22:11:00,568.1
ORD000097,2026-01-16 01:11:00,C0008,P009,4,299.0,0.0,Marketplace,PAY000097,PromptPay,PAID,2026-01-16T01:43:00,1196.0
ORD000098,2026-01-14 04:53:00,C0099,P016,2,1490.0,0.1,Marketplace,PAY000098,Credit Card,PAID,2026-01-14T06:37:00,2682.0
ORD000099,2026-01-24 06:51:00,C0136,P039,3,1039.5,0.0,Mobile App,PAY000099,PromptPay,PAID,2026-01-24T08:38:00,3118.5
ORD000100,2026-01-05 13:19:00,C0014,P038,2,13545.0,0.0,Mobile App,PAY000100,Bank Transfer,PAID,2026-01-05T15:44:00,27090.0
ORD000102,2026-01-05 07:29:00,C0078,P002,4,1341.0,0.05,Mobile App,PAY000102,Bank Transfer,PAID,2026-01-05T09:52:00,5095.8
ORD000103,2026-01-11 07:18:00,C0079,P014,1,940.5,0.1,Web,PAY000103,Credit Card,PAID,2026-01-11T08:32:00,846.45
ORD000104,2026-01-13 17:48:00,C0157,P036,2,299.0,0.1,Marketplace,PAY000104,Credit Card,PAID,2026-01-13T19:26:00,538.2
ORD000105,2026-01-07 02:25:00,C0099,P002,2,1341.0,0.1,Mobile App,PAY000105,Credit Card,PAID,2026-01-07T03:54:00,2413.8
ORD000107,2026-01-23 21:07:00,C0065,P023,2,299.0,0.0,Web,PAY000107,Credit Card,PAID,2026-01-23T23:36:00,598.0
ORD000108,2026-01-17 22:05:00,C0138,P029,4,3990.0,0.0,Web,PAY000108,Credit Card,PAID,2026-01-17T23:54:00,15960.0
ORD000109,2026-01-19 03:38:00,C0140,P033,1,13545.0,0.0,Web,PAY000109,Credit Card,PAID,2026-01-19T06:35:00,13545.0
ORD000110,2026-01-27 22:29:00,C0066,P002,3,1341.0,0.0,Marketplace,PAY000110,PromptPay,PAID,2026-01-28T00:24:00,4023.0
ORD000111,2026-01-04 17:27:00,C0146,P008,3,449.1,0.0,Mobile App,PAY000111,Credit Card,PAID,2026-01-04T19:04:00,1347.3000000000002
ORD000113,2026-01-03 06:56:00,C0024,P027,3,24605.0,0.0,Mobile App,PAY000113,Bank Transfer,PAID,2026-01-03T09:53:00,73815.0
ORD000114,2026-01-01 13:09:00,C0050,P014,3,1039.5,0.0,Web,PAY000114,PromptPay,PAID,2026-01-01T14:03:00,3118.5
ORD000115,2026-01-21 07:56:00,C0085,P009,4,313.95,0.0,Mobile App,PAY000115,Bank Transfer,PAID,2026-01-21T10:17:00,1255.8
ORD000116,2026-01-24 08:29:00,C0073,P002,4,1341.0,0.0,Web,PAY000116,Bank Transfer,PAID,2026-01-24T10:09:00,5364.0
ORD000117,2026-01-09 09:51:00,C0012,P016,1,1415.5,0.0,Marketplace,PAY000117,Bank Transfer,PAID,2026-01-09T10:26:00,1415.5
ORD000118,2026-01-21 07:02:00,C0075,P025,1,23310.0,0.05,Web,PAY000118,Bank Transfer,PAID,2026-01-21T08:33:00,22144.5
ORD000119,2026-01-25 09:48:00,C0007,P022,1,449.1,0.0,Web,PAY000119,Bank Transfer,PAID,2026-01-25T10:43:00,449.1
ORD000120,2026-01-15 14:33:00,C0092,P020,4,499.0,0.0,Web,PAY000120,PromptPay,PAID,2026-01-15T16:33:00,1996.0
ORD000122,2026-01-08 11:24:00,C0051,P010,3,891.0,0.1,Mobile App,PAY000122,PromptPay,PAID,2026-01-08T11:27:00,2405.7000000000003
ORD000123,2026-01-08 18:25:00,C0035,P024,1,313.95,0.0,Mobile App,PAY000123,Bank Transfer,PAID,2026-01-08T19:08:00,313.95
ORD000124,2026-01-15 01:56:00,C0012,P007,1,27195.0,0.05,Web,PAY000124,PromptPay,PAID,2026-01-15T04:09:00,25835.25
ORD000125,2026-01-24 01:22:00,C0155,P003,1,25900.0,0.0,Web,PAY000125,PromptPay,PAID,2026-01-24T02:51:00,25900.0
ORD000126,2026-01-03 20:15:00,C0056,P022,1,523.95,0.05,Marketplace,PAY000126,Credit Card,PAID,2026-01-03T20:33:00,497.7525
ORD000127,2026-01-27 13:30:00,C0060,P040,3,3790.5,0.05,Mobile App,PAY000127,Bank Transfer,PAID,2026-01-27T15:29:00,10802.925
ORD000128,2026-01-13 09:03:00,C0138,P012,3,940.5,0.0,Mobile App,PAY000128,Credit Card,PAID,2026-01-13T09:29:00,2821.5
ORD000129,2026-01-24 16:44:00,C0098,P031,1,1490.0,0.0,Mobile App,PAY000129,PromptPay,PAID,2026-01-24T17:25:00,1490.0
ORD000131,2026-01-03 03:34:00,C0101,P010,2,891.0,0.05,Marketplace,PAY000131,Bank Transfer,PAID,2026-01-03T05:17:00,1692.8999999999999
ORD000132,2026-01-28 02:40:00,C0146,P022,1,523.95,0.1,Marketplace,PAY000132,Credit Card,PAID,2026-01-28T03:12:00,471.55500000000006
ORD000133,2026-01-11 15:42:00,C0078,P008,3,449.1,0.0,Marketplace,PAY000133,Credit Card,PAID,2026-01-11T17:27:00,1347.3000000000002
ORD000134,2026-01-08 15:18:00,C0007,P018,2,3591.0,0.05,Marketplace,PAY000134,Bank Transfer,PAID,2026-01-08T16:18:00,6822.9
ORD000135,2026-01-15 04:33:00,C0076,P027,2,25900.0,0.05,Mobile App,PAY000135,Credit Card,PAID,2026-01-15T05:23:00,49210.0
ORD000136,2026-01-18 05:28:00,C0052,P003,2,25900.0,0.0,Mobile App,PAY000136,PromptPay,PAID,2026-01-18T05:57:00,51800.0
ORD000137,2026-01-07 00:33:00,C0003,P039,2,990.0,0.05,Marketplace,PAY000137,PromptPay,PAID,2026-01-07T00:39:00,1881.0
ORD000138,2026-01-08 13:50:00,C0145,P030,1,474.05,0.1,Mobile App,PAY000138,Credit Card,PAID,2026-01-08T13:54:00,426.64500000000004
ORD000139,2026-01-05 03:18:00,C0075,P016,1,1490.0,0.0,Web,PAY000139,Credit Card,PAID,2026-01-05T05:45:00,1490.0
ORD000140,2026-01-04 00:24:00,C0132,P023,1,269.1,0.05,Marketplace,PAY000140,Credit Card,PAID,2026-01-04T00:39:00,255.645
ORD000141,2026-01-14 11:29:00,C0069,P011,2,23310.0,0.0,Web,PAY000141,Credit Card,PAID,2026-01-14T11:56:00,46620.0
ORD000143,2026-01-18 23:04:00,C0133,P007,1,25900.0,0.05,Web,PAY000143,Credit Card,PAID,2026-01-19T00:29:00,24605.0
ORD000145,2026-01-11 18:33:00,C0142,P009,1,313.95,0.1,Web,PAY000145,Credit Card,PAID,2026-01-11T19:39:00,282.555
ORD000146,2026-01-13 00:04:00,C0096,P023,1,299.0,0.0,Marketplace,PAY000146,Bank Transfer,PAID,2026-01-13T00:08:00,299.0
ORD000147,2026-01-24 10:34:00,C0114,P001,1,299.0,0.0,Marketplace,PAY000147,Bank Transfer,PAID,2026-01-24T12:27:00,299.0
ORD000149,2026-01-04 10:57:00,C0033,P028,1,299.0,0.05,Mobile App,PAY000149,Bank Transfer,PAID,2026-01-04T12:47:00,284.05
ORD000150,2026-01-11 10:12:00,C0067,P033,2,12900.0,0.0,Mobile App,PAY000150,Bank Transfer,PAID,2026-01-11T12:02:00,25800.0
ORD000151,2026-01-06 02:33:00,C0004,P036,1,269.1,0.0,Mobile App,PAY000151,Credit Card,PAID,2026-01-06T05:16:00,269.1
ORD000152,2026-01-20 15:01:00,C0026,P040,2,3990.0,0.0,Marketplace,PAY000152,Bank Transfer,PAID,2026-01-20T15:53:00,7980.0
ORD000153,2026-01-08 04:09:00,C0120,P011,1,25900.0,0.0,Mobile App,PAY000153,Credit Card,PAID,2026-01-08T04:54:00,25900.0
ORD000154,2026-01-04 03:08:00,C0047,P009,4,299.0,0.0,Marketplace,PAY000154,PromptPay,PAID,2026-01-04T05:58:00,1196.0
ORD000155,2026-01-19 06:03:00,C0130,P014,4,990.0,0.0,Web,PAY000155,PromptPay,PAID,2026-01-19T07:13:00,3960.0
ORD000156,2026-01-07 14:35:00,C0014,P001,2,269.1,0.0,Marketplace,PAY000156,PromptPay,PAID,2026-01-07T15:45:00,538.2
ORD000157,2026-01-13 09:28:00,C0054,P024,1,299.0,0.0,Marketplace,PAY000157,Credit Card,PAID,2026-01-13T11:34:00,299.0
ORD000158,2026-01-14 21:41:00,C0073,P027,1,23310.0,0.05,Web,PAY000158,Bank Transfer,PAID,2026-01-14T22:07:00,22144.5
ORD000159,2026-01-08 21:42:00,C0141,P006,1,284.05,0.05,Mobile App,PAY000159,Credit Card,PAID,2026-01-08T23:30:00,269.8475
ORD000160,2026-01-15 17:15:00,C0059,P014,2,990.0,0.0,Mobile App,PAY000160,Credit Card,PAID,2026-01-15T19:09:00,1980.0
ORD000161,2026-01-11 15:47:00,C0092,P012,1,891.0,0.05,Mobile App,PAY000161,Bank Transfer,PAID,2026-01-11T18:21:00,846.4499999999999
ORD000162,2026-01-24 04:41:00,C0130,P002,2,1415.5,0.05,Mobile App,PAY000162,Credit Card,PAID,2026-01-24T07:23:00,2689.45
ORD000163,2026-01-24 22:34:00,C0093,P037,1,24605.0,0.1,Marketplace,PAY000163,PromptPay,PAID,2026-01-24T23:22:00,22144.5
ORD000164,2026-01-06 04:10:00,C0112,P033,3,11610.0,0.0,Marketplace,PAY000164,Credit Card,PAID,2026-01-06T04:53:00,34830.0
ORD000165,2026-01-26 09:37:00,C0002,P024,1,299.0,0.0,Marketplace,PAY000165,PromptPay,PAID,2026-01-26T11:39:00,299.0
ORD000166,2026-01-05 14:37:00,C0001,P027,3,27195.0,0.0,Web,PAY000166,Bank Transfer,PAID,2026-01-05T16:33:00,81585.0
ORD000168,2026-01-10 11:34:00,C0004,P019,3,3990.0,0.0,Marketplace,PAY000168,Credit Card,PAID,2026-01-10T12:59:00,11970.0
ORD000169,2026-01-23 15:45:00,C0073,P018,1,3591.0,0.1,Marketplace,PAY000169,Bank Transfer,PAID,2026-01-23T15:58:00,3231.9
ORD000170,2026-01-18 21:15:00,C0004,P020,1,499.0,0.0,Marketplace,PAY000170,Bank Transfer,PAID,2026-01-18T22:05:00,499.0
ORD000171,2026-01-26 20:58:00,C0160,P010,2,891.0,0.0,Web,PAY000171,Credit Card,PAID,2026-01-26T21:59:00,1782.0
ORD000172,2026-01-20 16:52:00,C0028,P034,1,299.0,0.1,Mobile App,PAY000172,PromptPay,PAID,2026-01-20T17:39:00,269.1
ORD000173,2026-01-03 06:14:00,C0137,P007,3,27195.0,0.0,Marketplace,PAY000173,Credit Card,PAID,2026-01-03T08:17:00,81585.0
ORD000174,2026-01-28 23:11:00,C0075,P018,4,3990.0,0.05,Marketplace,PAY000174,Credit Card,PAID,2026-01-28T23:29:00,15162.0
ORD000175,2026-01-26 17:56:00,C0088,P004,3,1564.5,0.0,Marketplace,PAY000175,Credit Card,PAID,2026-01-26T18:58:00,4693.5
ORD000176,2026-01-21 02:49:00,C0120,P025,2,27195.0,0.0,Mobile App,PAY000176,Credit Card,PAID,2026-01-21T05:33:00,54390.0
ORD000177,2026-01-04 02:29:00,C0015,P027,2,23310.0,0.05,Mobile App,PAY000177,Credit Card,PAID,2026-01-04T05:23:00,44289.0
ORD000178,2026-01-26 22:57:00,C0127,P028,4,299.0,0.0,Mobile App,PAY000178,Bank Transfer,PAID,2026-01-27T01:41:00,1196.0
ORD000180,2026-01-06 14:27:00,C0026,P021,1,23310.0,0.0,Marketplace,PAY000180,Bank Transfer,PAID,2026-01-06T16:40:00,23310.0
ORD000181,2026-01-17 22:36:00,C0078,P007,1,25900.0,0.0,Mobile App,PAY000181,PromptPay,PAID,2026-01-17T23:43:00,25900.0
ORD000182,2026-01-19 01:42:00,C0135,P025,1,23310.0,0.0,Mobile App,PAY000182,Credit Card,PAID,2026-01-19T02:14:00,23310.0
ORD000183,2026-01-11 14:35:00,C0044,P038,3,11610.0,0.0,Web,PAY000183,PromptPay,PAID,2026-01-11T14:59:00,34830.0
ORD000184,2026-01-17 11:36:00,C0154,P019,4,3790.5,0.0,Web,PAY000184,PromptPay,PAID,2026-01-17T12:30:00,15162.0
ORD000185,2026-01-08 11:35:00,C0140,P028,4,269.1,0.1,Mobile App,PAY000185,Credit Card,PAID,2026-01-08T11:57:00,968.7600000000001
ORD000187,2026-01-22 17:38:00,C0092,P039,2,990.0,0.0,Marketplace,PAY000187,Credit Card,PAID,2026-01-22T19:22:00,1980.0
ORD000188,2026-01-22 03:20:00,C0047,P031,4,1490.0,0.05,Marketplace,PAY000188,Credit Card,PAID,2026-01-22T06:04:00,5662.0
ORD000190,2026-01-28 04:14:00,C0129,P025,4,27195.0,0.0,Marketplace,PAY000190,PromptPay,PAID,2026-01-28T04:22:00,108780.0
ORD000191,2026-01-17 08:52:00,C0011,P023,1,299.0,0.0,Mobile App,PAY000191,PromptPay,PAID,2026-01-17T11:42:00,299.0
ORD000192,2026-01-13 01:30:00,C0101,P039,1,1039.5,0.0,Web,PAY000192,Bank Transfer,PAID,2026-01-13T02:16:00,1039.5
ORD000193,2026-01-18 00:15:00,C0052,P005,2,299.0,0.1,Mobile App,PAY000193,Credit Card,PAID,2026-01-18T00:18:00,538.2
ORD000194,2026-01-22 00:46:00,C0113,P001,1,299.0,0.1,Marketplace,PAY000194,Bank Transfer,PAID,2026-01-22T02:31:00,269.1
ORD000195,2026-01-11 22:27:00,C0094,P014,2,990.0,0.0,Mobile App,PAY000195,Bank Transfer,PAID,2026-01-11T23:40:00,1980.0
ORD000196,2026-01-20 08:53:00,C0132,P007,1,25900.0,0.1,Web,PAY000196,PromptPay,PAID,2026-01-20T10:07:00,23310.0
ORD000197,2026-01-06 22:25:00,C0099,P002,1,1415.5,0.05,Web,PAY000197,Credit Card,PAID,2026-01-07T01:07:00,1344.725
ORD000198,2026-01-22 16:13:00,C0040,P012,4,990.0,0.1,Marketplace,PAY000198,Bank Transfer,PAID,2026-01-22T17:18:00,3564.0
ORD000200,2026-01-01 14:06:00,C0097,P004,2,1341.0,0.0,Mobile App,PAY000200,PromptPay,PAID,2026-01-01T16:49:00,2682.0
ORD000201,2026-01-22 12:04:00,C0059,P022,4,449.1,0.0,Marketplace,PAY000201,PromptPay,PAID,2026-01-22T14:32:00,1796.4
ORD000202,2026-01-04 08:21:00,C0019,P027,2,23310.0,0.05,Web,PAY000202,PromptPay,PAID,2026-01-04T10:23:00,44289.0
ORD000203,2026-01-12 15:24:00,C0083,P025,1,25900.0,0.0,Mobile App,PAY000203,Credit Card,PAID,2026-01-12T17:06:00,25900.0
ORD000204,2026-01-06 00:39:00,C0131,P036,2,313.95,0.0,Mobile App,PAY000204,Credit Card,PAID,2026-01-06T03:10:00,627.9
ORD000206,2026-01-06 21:44:00,C0008,P023,4,269.1,0.0,Web,PAY000206,PromptPay,PAID,2026-01-06T23:55:00,1076.4
ORD000207,2026-01-11 04:13:00,C0052,P001,1,313.95,0.0,Marketplace,PAY000207,PromptPay,PAID,2026-01-11T05:29:00,313.95
